,Unnamed: 0,date,time,abstract,sentiment_score,sentiment_score1,neg_sentiment,neu_sentiment,pos_sentiment,compound_sentiment
247,247,2019-11-18,17:58:39+0000,"The president has made a habit of criticizing the chair of the Federal Reserve, Jerome H. Powell, whom he picked to lead the central bank.","{'neg': 0.098, 'neu': 0.902, 'pos': 0.0, 'compound': -0.3612}","{'neg': 0.098, 'neu': 0.902, 'pos': 0.0, 'compound': -0.3612}",0.098,0.902,0.0,-0.3612
248,248,2019-11-13,14:30:11+0000,"In testimony before Congress, Jerome Powell also suggested the Fed can test the labor market’s limits.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
249,249,2019-11-08,22:56:08+0000,"Severe weather carries economic and financial stability risks, officials say. The nation’s top economic authority is paying attention.","{'neg': 0.216, 'neu': 0.642, 'pos': 0.142, 'compound': -0.3818}","{'neg': 0.216, 'neu': 0.642, 'pos': 0.142, 'compound': -0.3818}",0.216,0.642,0.142,-0.3818
250,250,2019-11-08,14:16:33+0000,"Investors are feeling better about the economy, but the yield curve has already predicted a recession.","{'neg': 0.196, 'neu': 0.635, 'pos': 0.169, 'compound': -0.3612}","{'neg': 0.196, 'neu': 0.635, 'pos': 0.169, 'compound': -0.3612}",0.196,0.635,0.169,-0.3612
251,251,2019-11-01,09:00:29+0000,"For decades, the central bank has raised rates to guard against coming price increases. Now, it seems to be raising that hurdle.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
252,252,2019-11-01,20:53:09+0000,"The S&P 500 set a new high for the third time this week, while the Nasdaq composite also rose to a record.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
253,253,2019-10-30,09:00:12+0000,Investors will be watching for any hint at what comes next.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
254,254,2019-10-31,09:00:26+0000,Low rates don’t help much if you can’t get a loan or can’t afford a home.,"{'neg': 0.125, 'neu': 0.714, 'pos': 0.161, 'compound': 0.1531}","{'neg': 0.125, 'neu': 0.714, 'pos': 0.161, 'compound': 0.1531}",0.125,0.714,0.161,0.1531
255,255,2019-10-30,11:00:07+0000,"Consumer spending remained solid, but business investment declined.","{'neg': 0.0, 'neu': 0.843, 'pos': 0.157, 'compound': 0.0772}","{'neg': 0.0, 'neu': 0.843, 'pos': 0.157, 'compound': 0.0772}",0.0,0.843,0.157,0.0772
256,256,2019-10-23,16:01:15+0000,The Government Accountability Office found that some of the guidance that federal regulators issued to banks is subject to congressional review.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
257,257,2019-10-22,04:01:10+0000,"Men dominate monetary policy. But the Fed, E.C.B. and Bank of England are discussing ways to promote more women.","{'neg': 0.071, 'neu': 0.806, 'pos': 0.123, 'compound': 0.2732}","{'neg': 0.071, 'neu': 0.806, 'pos': 0.123, 'compound': 0.2732}",0.071,0.806,0.123,0.2732
258,258,2019-10-18,16:29:12+0000,"A Brexit deal looks possible, and China trade tensions eased slightly. That probably will not stop the Federal Reserve from cutting rates again this month.","{'neg': 0.148, 'neu': 0.707, 'pos': 0.145, 'compound': -0.0289}","{'neg': 0.148, 'neu': 0.707, 'pos': 0.145, 'compound': -0.0289}",0.148,0.707,0.145,-0.0289
259,259,2019-10-11,15:00:49+0000,The Federal Reserve is acting after a shortage of dollars in an obscure corner of the financial markets required intervention.,"{'neg': 0.1, 'neu': 0.9, 'pos': 0.0, 'compound': -0.25}","{'neg': 0.1, 'neu': 0.9, 'pos': 0.0, 'compound': -0.25}",0.1,0.9,0.0,-0.25
260,260,2019-10-09,18:10:46+0000,Minutes of the central bank’s September meeting show growing worries about the trade war and global growth.,"{'neg': 0.279, 'neu': 0.542, 'pos': 0.179, 'compound': -0.5267}","{'neg': 0.279, 'neu': 0.542, 'pos': 0.179, 'compound': -0.5267}",0.279,0.542,0.179,-0.5267
261,261,2019-10-10,22:39:56+0000,"Banks including Capital One, U.S. Bancorp, Barclays and Credit Suisse can file ‘living wills,’ which describe how they would wind down in a failure, less often.","{'neg': 0.114, 'neu': 0.796, 'pos': 0.09, 'compound': -0.1779}","{'neg': 0.114, 'neu': 0.796, 'pos': 0.09, 'compound': -0.1779}",0.114,0.796,0.09,-0.1779
262,262,2019-10-08,18:32:23+0000,"The central bank’s vast security holdings, which it had been shrinking until August, will soon expand again.","{'neg': 0.0, 'neu': 0.761, 'pos': 0.239, 'compound': 0.5719}","{'neg': 0.0, 'neu': 0.761, 'pos': 0.239, 'compound': 0.5719}",0.0,0.761,0.239,0.5719
263,263,2019-10-03,21:46:45+0000,Key officials said they were open-minded about the need for further cuts. Then a flurry of bad economic data rolled in.,"{'neg': 0.241, 'neu': 0.759, 'pos': 0.0, 'compound': -0.6908}","{'neg': 0.241, 'neu': 0.759, 'pos': 0.0, 'compound': -0.6908}",0.241,0.759,0.0,-0.6908
264,264,2019-10-02,07:00:10+0000,"The central bank’s criteria were hampering its ability to make diverse hires, even at the research assistant level. So it altered its approach.","{'neg': 0.0, 'neu': 0.905, 'pos': 0.095, 'compound': 0.3182}","{'neg': 0.0, 'neu': 0.905, 'pos': 0.095, 'compound': 0.3182}",0.0,0.905,0.095,0.3182
265,265,2019-09-29,23:24:48+0000,"The Federal Reserve Bank of New York president, a top economist, has been criticized for his bank’s response to turmoil in the repo market.","{'neg': 0.187, 'neu': 0.746, 'pos': 0.067, 'compound': -0.4939}","{'neg': 0.187, 'neu': 0.746, 'pos': 0.067, 'compound': -0.4939}",0.187,0.746,0.067,-0.4939
266,266,2019-09-27,13:00:06+0000,"A new report found that borrowers owed close to $30,000. One factor helping the picture: State spending on public colleges is recovering from the recession.","{'neg': 0.104, 'neu': 0.815, 'pos': 0.081, 'compound': -0.1531}","{'neg': 0.104, 'neu': 0.815, 'pos': 0.081, 'compound': -0.1531}",0.104,0.815,0.081,-0.1531
267,267,2019-09-18,23:11:27+0000,Signs of stress have emerged in a key market that the financial system relies on every day.,"{'neg': 0.157, 'neu': 0.843, 'pos': 0.0, 'compound': -0.4215}","{'neg': 0.157, 'neu': 0.843, 'pos': 0.0, 'compound': -0.4215}",0.157,0.843,0.0,-0.4215
268,268,2019-09-18,18:02:11+0000,The Federal Reserve cut rates for the second time since July as risks to the economic outlook mounted. Its policy continued to anger President Trump.,"{'neg': 0.264, 'neu': 0.736, 'pos': 0.0, 'compound': -0.7845}","{'neg': 0.264, 'neu': 0.736, 'pos': 0.0, 'compound': -0.7845}",0.264,0.736,0.0,-0.7845
269,269,2019-09-18,09:00:13+0000,"There will be a lot of moving parts, but policymakers are unlikely to do enough to satisfy President Trump.","{'neg': 0.0, 'neu': 0.81, 'pos': 0.19, 'compound': 0.6124}","{'neg': 0.0, 'neu': 0.81, 'pos': 0.19, 'compound': 0.6124}",0.0,0.81,0.19,0.6124
270,270,2019-09-17,15:04:12+0000,The move underscores the limitations of the Fed’s new approach to setting interest rates.,"{'neg': 0.0, 'neu': 0.812, 'pos': 0.188, 'compound': 0.4588}","{'neg': 0.0, 'neu': 0.812, 'pos': 0.188, 'compound': 0.4588}",0.0,0.812,0.188,0.4588
271,271,2019-09-16,23:09:07+0000,"The repo market, part of the financial world’s plumbing, is critical to the smooth functioning of Wall Street’s biggest institutions.","{'neg': 0.108, 'neu': 0.892, 'pos': 0.0, 'compound': -0.3182}","{'neg': 0.108, 'neu': 0.892, 'pos': 0.0, 'compound': -0.3182}",0.108,0.892,0.0,-0.3182
272,272,2019-09-16,09:00:08+0000,"From short-term political and trade war concerns to a long-term lack of “firefighting capability” if the economy dives, things are not poised to get easier for Chair Jerome H. Powell.","{'neg': 0.222, 'neu': 0.699, 'pos': 0.078, 'compound': -0.6298}","{'neg': 0.222, 'neu': 0.699, 'pos': 0.078, 'compound': -0.6298}",0.222,0.699,0.078,-0.6298
273,273,2019-09-13,09:00:33+0000,The economy seems to be cooling off. Whether it starts to shrink is the question.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
274,274,2019-09-11,21:36:21+0000,"The U.S. has never cut interest rates below zero, but such a move has been considered. There are some big hurdles.","{'neg': 0.082, 'neu': 0.851, 'pos': 0.067, 'compound': -0.0857}","{'neg': 0.082, 'neu': 0.851, 'pos': 0.067, 'compound': -0.0857}",0.082,0.851,0.067,-0.0857
275,275,2019-09-11,12:02:34+0000,President Trump urged Fed Chair Jerome H. Powell to cut borrowing costs below zero in Twitter posts hours before a key European Central Bank meeting.,"{'neg': 0.084, 'neu': 0.916, 'pos': 0.0, 'compound': -0.2732}","{'neg': 0.084, 'neu': 0.916, 'pos': 0.0, 'compound': -0.2732}",0.084,0.916,0.0,-0.2732
276,276,2019-09-06,17:04:33+0000,The comments will likely confirm investor expectations that the Fed will cut rates at its next meeting on Sept. 17-18.,"{'neg': 0.1, 'neu': 0.9, 'pos': 0.0, 'compound': -0.2732}","{'neg': 0.1, 'neu': 0.9, 'pos': 0.0, 'compound': -0.2732}",0.1,0.9,0.0,-0.2732
277,277,2019-09-06,09:30:05+0000,The figures show that the economy continues to add jobs but at a more modest pace as the trade war intensifies and global growth slows.,"{'neg': 0.174, 'neu': 0.715, 'pos': 0.111, 'compound': -0.4497}","{'neg': 0.174, 'neu': 0.715, 'pos': 0.111, 'compound': -0.4497}",0.174,0.715,0.111,-0.4497
278,278,2019-08-22,16:15:30+0000,"Top economists will meet in Jackson, Wyo., this week for a meeting sponsored by the Kansas City Fed. But politicians gathering in France hold the real keys to the economic future.","{'neg': 0.0, 'neu': 0.942, 'pos': 0.058, 'compound': 0.2023}","{'neg': 0.0, 'neu': 0.942, 'pos': 0.058, 'compound': 0.2023}",0.0,0.942,0.058,0.2023
279,279,2019-08-27,18:06:12+0000,"In an op-ed that drew a storm of criticism, the former president of the Federal Reserve Bank of New York hinted that the central bank could let the president’s trade war hurt his re-election chances.","{'neg': 0.243, 'neu': 0.714, 'pos': 0.043, 'compound': -0.8555}","{'neg': 0.243, 'neu': 0.714, 'pos': 0.043, 'compound': -0.8555}",0.243,0.714,0.043,-0.8555
280,280,2019-08-25,18:48:32+0000,"As the president attacks the Federal Reserve, policymakers are looking the other way — and closing ranks around the Fed chair, Jerome H. Powell.","{'neg': 0.116, 'neu': 0.884, 'pos': 0.0, 'compound': -0.4404}","{'neg': 0.116, 'neu': 0.884, 'pos': 0.0, 'compound': -0.4404}",0.116,0.884,0.0,-0.4404
281,281,2019-08-26,02:42:27+0000,"Asian markets ended lower, but shares on Wall Street and in European markets rose after President Trump and Beijing officials publicly discussed potentially restarting stalled talks.","{'neg': 0.128, 'neu': 0.777, 'pos': 0.095, 'compound': -0.0}","{'neg': 0.128, 'neu': 0.777, 'pos': 0.095, 'compound': -0.0}",0.128,0.777,0.095,-0.0
282,282,2019-08-23,14:00:32+0000,Fed Chair Jerome H. Powell says the central bank will do what it can to sustain the expansion,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
283,283,2019-08-23,13:24:09+0000,Stocks fell to a fourth-straight weekly loss after Beijing vowed new tariffs on the U.S. and President Trump demanded that companies leave China.,"{'neg': 0.221, 'neu': 0.779, 'pos': 0.0, 'compound': -0.5267}","{'neg': 0.221, 'neu': 0.779, 'pos': 0.0, 'compound': -0.5267}",0.221,0.779,0.0,-0.5267
284,284,2019-08-21,18:06:49+0000,Fed officials were split in their decision over whether to cut rates and by how much.,"{'neg': 0.123, 'neu': 0.877, 'pos': 0.0, 'compound': -0.2732}","{'neg': 0.123, 'neu': 0.877, 'pos': 0.0, 'compound': -0.2732}",0.123,0.877,0.0,-0.2732
285,285,2019-08-20,09:00:07+0000,The Federal Reserve is streamlining postcrisis bank regulation. The end result could be lower capital requirements for the biggest banks.,"{'neg': 0.104, 'neu': 0.896, 'pos': 0.0, 'compound': -0.296}","{'neg': 0.104, 'neu': 0.896, 'pos': 0.0, 'compound': -0.296}",0.104,0.896,0.0,-0.296
286,286,2019-08-17,11:00:02+0000,"Despite wild swings stemming from the trade war, gains over the last 12 months have been tiny.","{'neg': 0.183, 'neu': 0.704, 'pos': 0.113, 'compound': -0.3612}","{'neg': 0.183, 'neu': 0.704, 'pos': 0.113, 'compound': -0.3612}",0.183,0.704,0.113,-0.3612
287,287,2019-08-16,00:08:06+0000,White House advisers discount warnings of a possible recession. But the president may be gambling that the Federal Reserve can ward off that prospect.,"{'neg': 0.184, 'neu': 0.735, 'pos': 0.081, 'compound': -0.4215}","{'neg': 0.184, 'neu': 0.735, 'pos': 0.081, 'compound': -0.4215}",0.184,0.735,0.081,-0.4215
288,288,2019-08-14,19:15:41+0000,President Trump insists China is paying the full cost of his tariffs. But his decision to push some of them off until December is an admission of their impact on American consumers.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
289,289,2019-08-08,19:17:45+0000,The Fed and Congress have given President Trump the most growth-friendly climate in decades. But the trade war may test its limits.,"{'neg': 0.157, 'neu': 0.843, 'pos': 0.0, 'compound': -0.5994}","{'neg': 0.157, 'neu': 0.843, 'pos': 0.0, 'compound': -0.5994}",0.157,0.843,0.0,-0.5994
290,290,2019-08-05,17:30:03+0000,The Federal Reserve will create a real-time payment system aimed at narrowing the gap between when pay is deposited and when it is available.,"{'neg': 0.057, 'neu': 0.857, 'pos': 0.086, 'compound': 0.1779}","{'neg': 0.057, 'neu': 0.857, 'pos': 0.086, 'compound': 0.1779}",0.057,0.857,0.086,0.1779
291,291,2019-08-05,13:32:15+0000,"Tensions between the China and the United States, the world’s largest economies, ratcheted higher, adding to concerns about the global economy.","{'neg': 0.11, 'neu': 0.776, 'pos': 0.114, 'compound': 0.0258}","{'neg': 0.11, 'neu': 0.776, 'pos': 0.114, 'compound': 0.0258}",0.11,0.776,0.114,0.0258
292,292,2019-08-02,09:00:09+0000,"As part of a broader evolution, and as it moves to stave off a possible slowdown, the Federal Reserve is focusing on transparency, inclusiveness and a greater responsiveness to ordinary people.","{'neg': 0.0, 'neu': 0.915, 'pos': 0.085, 'compound': 0.3612}","{'neg': 0.0, 'neu': 0.915, 'pos': 0.085, 'compound': 0.3612}",0.0,0.915,0.085,0.3612
293,293,2019-08-02,20:49:46+0000,A 10 percent tariff on $300 billion in Chinese imports would increase prices of everyday items as the trade war spills into American retail aisles.,"{'neg': 0.138, 'neu': 0.78, 'pos': 0.082, 'compound': -0.3818}","{'neg': 0.138, 'neu': 0.78, 'pos': 0.082, 'compound': -0.3818}",0.138,0.78,0.082,-0.3818
294,294,2019-08-02,09:30:04+0000,The figures suggest the economy is cooling but employers are still pulling in workers from the sidelines.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
295,295,2019-07-31,18:01:53+0000,The Federal Reserve cut its benchmark interest rate a quarter point as it tried to insulate the economy from President Trump’s trade war and a global slowdown.,"{'neg': 0.194, 'neu': 0.71, 'pos': 0.097, 'compound': -0.4588}","{'neg': 0.194, 'neu': 0.71, 'pos': 0.097, 'compound': -0.4588}",0.194,0.71,0.097,-0.4588
296,296,2019-07-31,16:00:11+0000,"The quarter-point cut is unlikely to get you a better mortgage rate. At least, not right away.","{'neg': 0.111, 'neu': 0.737, 'pos': 0.153, 'compound': 0.2023}","{'neg': 0.111, 'neu': 0.737, 'pos': 0.153, 'compound': 0.2023}",0.111,0.737,0.153,0.2023
297,297,2019-08-01,09:00:16+0000,"If the market since mortgage costs recently fell is any indication, a similar move by the Fed may not have the impact it once did.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
298,298,2019-07-31,09:00:11+0000,The central bank appears poised to cut interest rates for the first time since the financial crisis. Here’s what to keep an eye on.,"{'neg': 0.199, 'neu': 0.641, 'pos': 0.16, 'compound': -0.296}","{'neg': 0.199, 'neu': 0.641, 'pos': 0.16, 'compound': -0.296}",0.199,0.641,0.16,-0.296
299,299,2019-07-28,18:51:48+0000,"Investors expect a quarter-point precautionary cut, a turning point that underlines that this might be as good as the economy will get.","{'neg': 0.091, 'neu': 0.783, 'pos': 0.126, 'compound': 0.2023}","{'neg': 0.091, 'neu': 0.783, 'pos': 0.126, 'compound': 0.2023}",0.091,0.783,0.126,0.2023
300,300,2019-07-19,17:14:58+0000,The Federal Reserve raised rates specifically because the United States economy was stronger than its global counterparts.,"{'neg': 0.0, 'neu': 0.735, 'pos': 0.265, 'compound': 0.6597}","{'neg': 0.0, 'neu': 0.735, 'pos': 0.265, 'compound': 0.6597}",0.0,0.735,0.265,0.6597
301,301,2019-07-16,20:37:57+0000,"The central bank is independent, but as the president keeps global risks alive with his trade wars, interest rate cuts become all the more likely.","{'neg': 0.274, 'neu': 0.53, 'pos': 0.196, 'compound': -0.4497}","{'neg': 0.274, 'neu': 0.53, 'pos': 0.196, 'compound': -0.4497}",0.274,0.53,0.196,-0.4497
302,302,2019-07-17,16:28:34+0000,The five largest United States banks reported tax rates of 22 percent or less for the second quarter this year. Lower taxes helped smooth over some rough spots.,"{'neg': 0.071, 'neu': 0.839, 'pos': 0.09, 'compound': 0.1531}","{'neg': 0.071, 'neu': 0.839, 'pos': 0.09, 'compound': 0.1531}",0.071,0.839,0.09,0.1531
303,303,2019-07-16,15:11:34+0000,Lawmakers raised broad concerns about the company’s Libra effort at a Senate hearing on Tuesday.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
304,304,2019-07-15,19:28:09+0000,"Trade wars, climate change and slowing economic growth can mean severe trouble. So what’s a long-term investor to do?","{'neg': 0.349, 'neu': 0.549, 'pos': 0.102, 'compound': -0.743}","{'neg': 0.349, 'neu': 0.549, 'pos': 0.102, 'compound': -0.743}",0.349,0.549,0.102,-0.743
305,305,2019-07-13,18:10:09+0000,"Plus, the Trump administration has a big job opening, and there’s a new technology tax.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
306,306,2019-07-11,14:03:24+0000,"Markets now have echoes of the mid-2010s, when central banks around the world were holding interest rates so low investors had little choice but to buy stocks. ","{'neg': 0.059, 'neu': 0.871, 'pos': 0.07, 'compound': 0.0781}","{'neg': 0.059, 'neu': 0.871, 'pos': 0.07, 'compound': 0.0781}",0.059,0.871,0.07,0.0781
307,307,2019-07-10,18:03:09+0000,The statement is the latest indication that the Fed is likely to approve an interest-rate cut at its next meeting this month.,"{'neg': 0.091, 'neu': 0.909, 'pos': 0.0, 'compound': -0.2732}","{'neg': 0.091, 'neu': 0.909, 'pos': 0.0, 'compound': -0.2732}",0.091,0.909,0.0,-0.2732
308,308,2019-07-11,10:05:25+0000,"Jay Powell, the Fed chairman, strongly signaled yesterday that the Fed could cut interest rates later this month.","{'neg': 0.095, 'neu': 0.676, 'pos': 0.23, 'compound': 0.4588}","{'neg': 0.095, 'neu': 0.676, 'pos': 0.23, 'compound': 0.4588}",0.095,0.676,0.23,0.4588
309,309,2019-07-10,18:56:21+0000,"Jerome Powell, the chair of the Federal Reserve, was the latest central banker to express skepticism about Facebook’s cryptocurrency plans.","{'neg': 0.095, 'neu': 0.905, 'pos': 0.0, 'compound': -0.25}","{'neg': 0.095, 'neu': 0.905, 'pos': 0.0, 'compound': -0.25}",0.095,0.905,0.0,-0.25
310,310,2019-07-10,12:30:30+0000,Jerome H. Powell sent stock markets higher with comments that trade tensions and global economic issues continue to weigh on the United States economy.,"{'neg': 0.098, 'neu': 0.8, 'pos': 0.102, 'compound': 0.0258}","{'neg': 0.098, 'neu': 0.8, 'pos': 0.102, 'compound': 0.0258}",0.098,0.8,0.102,0.0258
311,311,2019-07-10,14:21:49+0000,"Few analysts expected the S&P to reach that point so soon, but many see reasons for the gains to continue.","{'neg': 0.0, 'neu': 0.813, 'pos': 0.187, 'compound': 0.4854}","{'neg': 0.0, 'neu': 0.813, 'pos': 0.187, 'compound': 0.4854}",0.0,0.813,0.187,0.4854
312,312,2019-07-09,16:24:01+0000,Federal Reserve officials were split over what to do when they meet this month. The central bank’s thinking will be clearer this week.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
313,313,2019-07-09,07:00:05+0000,"The world’s monetary authorities have limited policy space, and it’s unclear whether their backup plans will suffice to bolster growth and inflation.","{'neg': 0.153, 'neu': 0.745, 'pos': 0.102, 'compound': -0.0772}","{'neg': 0.153, 'neu': 0.745, 'pos': 0.102, 'compound': -0.0772}",0.153,0.745,0.102,-0.0772
314,314,2019-07-07,18:13:12+0000,"Cities outside of Austin, Dallas and other “superstars” are still waiting for their share of the state’s boom in jobs and businesses.","{'neg': 0.0, 'neu': 0.905, 'pos': 0.095, 'compound': 0.296}","{'neg': 0.0, 'neu': 0.905, 'pos': 0.095, 'compound': 0.296}",0.0,0.905,0.095,0.296
315,315,2019-07-05,17:46:59+0000,"A report by Federal Reserve officials said that United States economic activity increased at a “solid pace” in early 2019, but that risks still loomed.","{'neg': 0.191, 'neu': 0.685, 'pos': 0.124, 'compound': -0.431}","{'neg': 0.191, 'neu': 0.685, 'pos': 0.124, 'compound': -0.431}",0.191,0.685,0.124,-0.431
316,316,2019-07-03,23:04:43+0000,"Judy Shelton, President Trump’s nominee to the Federal Reserve Board, criticizes how the central bank sets rates — and could reignite an old controversy.","{'neg': 0.098, 'neu': 0.902, 'pos': 0.0, 'compound': -0.34}","{'neg': 0.098, 'neu': 0.902, 'pos': 0.0, 'compound': -0.34}",0.098,0.902,0.0,-0.34
317,317,2019-07-05,13:15:47+0000,There are ways to get help: Start by contacting your card companies to ask about an interest-rate cut or lower minimum.,"{'neg': 0.172, 'neu': 0.72, 'pos': 0.108, 'compound': -0.1531}","{'neg': 0.172, 'neu': 0.72, 'pos': 0.108, 'compound': -0.1531}",0.172,0.72,0.108,-0.1531
318,318,2019-07-05,09:00:10+0000,"President Trump declares that the economy is doing “unbelievably well” after payrolls grow by 224,000 in June.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
319,319,2019-07-02,22:38:45+0000,"The president, in a pair of tweets, said he would nominate Judy Shelton, a Fed critic, and Christopher Waller, a St. Louis Fed official, to sit on the Fed board.","{'neg': 0.075, 'neu': 0.925, 'pos': 0.0, 'compound': -0.2732}","{'neg': 0.075, 'neu': 0.925, 'pos': 0.0, 'compound': -0.2732}",0.075,0.925,0.0,-0.2732
320,320,2019-09-23,16:24:16+0000,President Trump blasted the process as too aggressive. Markets may have proved him right — though not for the reasons he laid out.,"{'neg': 0.071, 'neu': 0.929, 'pos': 0.0, 'compound': -0.1531}","{'neg': 0.071, 'neu': 0.929, 'pos': 0.0, 'compound': -0.1531}",0.071,0.929,0.0,-0.1531
321,321,2019-09-20,16:42:14+0000,"Vice Chair Richard Clarida signaled another cut could be coming but stopped short of promising one, saying the Fed is taking decisions one by one.","{'neg': 0.132, 'neu': 0.747, 'pos': 0.121, 'compound': 0.1655}","{'neg': 0.132, 'neu': 0.747, 'pos': 0.121, 'compound': 0.1655}",0.132,0.747,0.121,0.1655
322,322,2019-08-01,20:20:37+0000,Stocks were heading higher before the president wrote on Twitter that he would raise tariffs on $300 billion of Chinese imports.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
323,323,2019-08-08,09:00:09+0000,"A rush to safer investments has pushed government bond yields close to lows not seen since 2016, when a slowdown gripped the economy.","{'neg': 0.076, 'neu': 0.805, 'pos': 0.119, 'compound': 0.25}","{'neg': 0.076, 'neu': 0.805, 'pos': 0.119, 'compound': 0.25}",0.076,0.805,0.119,0.25
324,324,2019-08-28,16:53:43+0000,"Australia’s economy is not taking a direct hit from the trade wars, but its central bank is reacting — a sign of how interlinked the world has become.","{'neg': 0.087, 'neu': 0.913, 'pos': 0.0, 'compound': -0.3182}","{'neg': 0.087, 'neu': 0.913, 'pos': 0.0, 'compound': -0.3182}",0.087,0.913,0.0,-0.3182
325,325,2019-10-16,18:41:03+0000,A trade truce with China has done little to reduce the uncertainty that threatens the global economy,"{'neg': 0.263, 'neu': 0.737, 'pos': 0.0, 'compound': -0.6124}","{'neg': 0.263, 'neu': 0.737, 'pos': 0.0, 'compound': -0.6124}",0.263,0.737,0.0,-0.6124
326,326,2019-07-11,04:06:42+0000,"Alexander Acosta, the labor secretary, said he had faced a tough decision in 2008, when he oversaw Jeffrey Epstein’s prosecution and approved a lenient sentence.","{'neg': 0.163, 'neu': 0.623, 'pos': 0.215, 'compound': 0.128}","{'neg': 0.163, 'neu': 0.623, 'pos': 0.215, 'compound': 0.128}",0.163,0.623,0.215,0.128
327,327,2019-10-30,16:59:15+0000,The deal will not grant Mr. Low special treatment in the criminal case against him involving a looted Malaysian fund.,"{'neg': 0.22, 'neu': 0.599, 'pos': 0.18, 'compound': -0.2491}","{'neg': 0.22, 'neu': 0.599, 'pos': 0.18, 'compound': -0.2491}",0.22,0.599,0.18,-0.2491
328,328,2019-10-02,11:07:46+0000,A recent wave of selling has ended a relatively calm stretch for stock markets.,"{'neg': 0.0, 'neu': 0.827, 'pos': 0.173, 'compound': 0.3182}","{'neg': 0.0, 'neu': 0.827, 'pos': 0.173, 'compound': 0.3182}",0.0,0.827,0.173,0.3182
329,329,2019-10-20,20:47:38+0000,"New research shows that even if wealthy residents move away, the revenue at death from those who stay outweighs any loss in income taxes.","{'neg': 0.209, 'neu': 0.707, 'pos': 0.084, 'compound': -0.5719}","{'neg': 0.209, 'neu': 0.707, 'pos': 0.084, 'compound': -0.5719}",0.209,0.707,0.084,-0.5719
330,330,2019-08-26,04:58:34+0000,A loose network of conservatives says it has dossiers of problematic social media posts by hundreds of journalists.,"{'neg': 0.257, 'neu': 0.743, 'pos': 0.0, 'compound': -0.6369}","{'neg': 0.257, 'neu': 0.743, 'pos': 0.0, 'compound': -0.6369}",0.257,0.743,0.0,-0.6369
331,331,2019-08-21,04:23:25+0000,Gun rights advocates have waged an aggressive campaign to dissuade the president from enacting gun control measures.,"{'neg': 0.314, 'neu': 0.686, 'pos': 0.0, 'compound': -0.6597}","{'neg': 0.314, 'neu': 0.686, 'pos': 0.0, 'compound': -0.6597}",0.314,0.686,0.0,-0.6597
